Title,URL,Category,Sub-Category,Level,Skills,Site
Fundamentals of Immunology: Dueling with the Dark Side,https://www.coursera.org/learn/fundamentals-of-immunology-four-dueling-with-the-dark-side?specialization=immunology,Health,Public Health,,"Viral,Virus,Immune Deficiency,Viral Strategies,Cancer,",Coursera
Digital Competition in Financial Services,https://www.coursera.org/learn/digital-competition-financial-services?specialization=digital-transformation-financial-services,Business,Business Strategy,,"Financial Services,Digital Strategy,Financial Technology,Business Ecosystem,",Coursera
The Art & Science of Product Management,https://www.coursera.org/learn/pms-leading-design-engineering-ai-ml?specialization=real-world-product-management,Computer Science,Design and Product,,"Lead Designers,Lead Engineers,Technical PM Interview,Technical Literacy,AI/ML,",Coursera
Construction Finance,https://www.coursera.org/learn/construction-finance?specialization=construction-management,Business,Business Strategy,,"Financial Modeling,Project,Finance,Real Estate,",Coursera
SEL Capstone,https://www.coursera.org/learn/sel-capstone?specialization=teacher-sel,Social Sciences,Education,,"SEL in Curriculum,Emotional Engagement,Social Emotional Learning,Evaluation,Teaching and Learning,",Coursera
Adaptability and Resiliency,https://www.coursera.org/learn/adaptability-and-resiliency?specialization=professional-skills-for-the-workplace,Business,Business Essentials,,"Personal Advertisement,Planning,Adaptability,Resilience,",Coursera
Introduction to C# Programming and Unity,https://www.coursera.org/learn/introduction-programming-unity?specialization=programming-unity-game-development,Computer Science,Software Development,,"Video Game Development,C Sharp (C#) (Programming Language),Unity (User Interface),Game Programming,",Coursera
Experimental Design Basics,https://www.coursera.org/learn/introduction-experimental-design-basics?specialization=design-experiments,Data Science,Probability and Statistics,,"statistical Methods for Process and Product improvement,design of experiments,experiment design,designing experiments,",Coursera
Spring - Cloud Overview,https://www.coursera.org/learn/spring-cloud-overview?specialization=spring-framework,Computer Science,Software Development,,"Netflix OSS,Service Discovery,Microservices,Spring Cloud,Load Balancing,",Coursera
Herbal Medicine,https://www.coursera.org/learn/herbalmedicine?specialization=integrative-health-and-medicine,Health,Patient Care,,"herbal preparations,integrative care,symptom management,botanical safety,evidence-based practice,",Coursera
Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals?specialization=architecting-google-kubernetes-engine,Information Technology,Cloud Computing,,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",Coursera
The Art of Music Production,https://www.coursera.org/learn/producing-music?specialization=music-production,Arts and Humanities,Music and Art,,"Audio Production,Music,Music production,Songwriting,Music recording,",Coursera
"Uncommon Sense Teaching: Part 2, Building Community and Habits of Learning",https://www.coursera.org/learn/building-community-habits-of-learning?specialization=uncommon-sense-teaching-certificate,Social Sciences,Education,,"Lesson Plan,strategies in teaching,social emotional,neurodiversity,",Coursera
How Google does Machine Learning,https://www.coursera.org/learn/google-machine-learning?specialization=machine-learning-tensorflow-gcp,Data Science,Machine Learning,,"Application Programming Interfaces (API),Inclusive ML,Machine Learning,Google Cloud Platform,Bigquery,",Coursera
C Programming: Using Linux Tools and Libraries - 7,https://www.coursera.org/learn/c-programming-using-linux-tools-and-libraries?specialization=c-programming-linux,Computer Science,Software Development,,"Computer Programming,C Programming,Linux,",Coursera
Work Smarter with Microsoft PowerPoint,https://www.coursera.org/learn/microsoft-powerpoint-work-smarter?specialization=microsoft-365-fundamentals,Information Technology,Cloud Computing,,"Microsoft PowerPoint,Presentation,",Coursera
Algorithms for DNA Sequencing,https://www.coursera.org/learn/dna-sequencing?specialization=genomic-data-science,Data Science,Data Analysis,,"Bioinformatics Algorithms,Algorithms,Python Programming,Algorithms On Strings,",Coursera
Fundamentals of Quantitative Modeling,https://www.coursera.org/learn/wharton-quantitative-modeling?specialization=finance-quantitative-modeling-analysts,Business,Business Essentials,,"Modeling,Linear Regression,Probabilistic Models,Regression Analysis,",Coursera
Visual Analytics with Tableau,https://www.coursera.org/learn/dataviz-visual-analytics?specialization=data-visualization,Data Science,Data Analysis,,"Visual Analytics,Map,Tableau Software,Data Visualization (DataViz),",Coursera
Leading Teams,https://www.coursera.org/learn/leading-teams?specialization=leading-teams,Business,Leadership and Management,,"Leadership Dynamics,Leadership,Management,Team Management,",Coursera
Microsoft Azure SQL,https://www.coursera.org/learn/microsoft-azure-sql?specialization=microsoft-azure-dp-900-data-fundamentals,Information Technology,Data Management,,"Data Management,Database (DBMS),NoSQL,Microsoft Azure,SQL,",Coursera
High-Impact Business Writing,https://www.coursera.org/learn/business-writing?specialization=career-success,Business,Business Essentials,,"Email Writing,Proofreading,Writing,Communication,Business Writing,",Coursera
Relational Database Support for Data Warehouses,https://www.coursera.org/learn/dwrelational?specialization=data-warehousing,Data Science,Data Analysis,,"Data Warehousing,Materialized View,Data Warehouse,SQL,",Coursera
Outbreaks and Epidemics,https://www.coursera.org/learn/outbreaks-epidemics?specialization=professional-epidemiology,Health,Public Health,,"Statistics,Epidemiology,Public Health,Outbreak investigation,",Coursera
Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals?specialization=networking-google-cloud-platform,Information Technology,Cloud Computing,,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",Coursera
Establishing Product-Market Fit,https://www.coursera.org/learn/establishing-product-market-fit?specialization=product-ideation-design-and-management,Business,Marketing,,"Product Development,Ideation,Product Management,product design,User Experience (UX),",Coursera
"Raising Capital: Credit Tech, Coin Offerings, and Crowdfunding",https://www.coursera.org/learn/credit-tech?specialization=financialtechnology,Business,Finance,,"Cryptocurrency,Credit Score,crowd-sourced lending,Logistic Regression,raising capital,",Coursera
Financial Management for Product Leaders,https://www.coursera.org/learn/financial-management-for-product-leaders?specialization=product-ideation-design-and-management,Business,Finance,,"Corporate Finance,Entrepreneurial Finance,Product Management,Venture Capital,Finance,",Coursera
Managing Data Analysis,https://www.coursera.org/learn/managing-data-analysis?specialization=executive-data-science,Business,Leadership and Management,,"Data Analysis,Communication,Interpretation,Exploratory Data Analysis,",Coursera
Google Cloud Fundamentals: Core Infrastructure,https://www.coursera.org/learn/gcp-fundamentals?specialization=gcp-architecture,Information Technology,Cloud Computing,,"Google Compute Engine,Google App Engine (GAE),Google Cloud Platform,Cloud Computing,",Coursera
Trees and Graphs: Basics,https://www.coursera.org/learn/trees-graphs-basics?specialization=boulder-data-structures-algorithms,Computer Science,Algorithms,,"Analysis of Algorithms,Algorithm Design,Python Programming,Data Structure Design,Graphs Algorithms,",Coursera
Digital Channel Planning and E-Commerce Strategy,https://www.coursera.org/learn/digital-channel-planning-ecommerce-strategy?specialization=digital-marketing-strategy-planning,Business,Marketing,,"Search Engine Marketing (SEM) Strategy,Display and Video Advertising Strategy,Social Media and Email Marketing Strategy,E-Commerce Strategy,Digital Channel Planning,",Coursera
Introduction to Big Data with Spark and Hadoop,https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop?specialization=nosql-big-data-and-spark-foundations,Information Technology,Data Management,,"Apache Hadoop,SparkSQL,SparkML,Big Data,Apache Spark,",Coursera
AI Workflow: Enterprise Model Deployment,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment?specialization=ibm-ai-workflow,Data Science,Machine Learning,,"Data Science,Information Engineering,Artificial Intelligence (AI),Machine Learning,Python Programming,",Coursera
Agile Project Management,https://www.coursera.org/learn/meem-agile-project-management?specialization=meem-project-management,Business,Leadership and Management,,"Engineering management,Agile Management,Servant Leadership,Strategic Management,Project Management,",Coursera
Business English: Planning & Negotiating,https://www.coursera.org/learn/business-english-negotiating?specialization=business-english,Language Learning,Learning English,,"Business Communication,Negotiation,Planning,Language,",Coursera
Introduction to Accounting Data Analytics and Visualization,https://www.coursera.org/learn/intro-accounting-data-analytics-visual?specialization=accounting-data-analytics,Data Science,Data Analysis,,"Data Analysis,Predictive Analytics,Data Visualization (DataViz),Data Architecture,Coding,",Coursera
Business English: Management and Leadership,https://www.coursera.org/learn/management-leadership-english?specialization=english-for-business,Language Learning,Learning English,,"English Language,Writing,Management,Communication,Emailing,Meeting,",Coursera
Strategic Innovation: Managing Innovation Initiatives,https://www.coursera.org/learn/strategic-innovation-innovation-at-the-frontier?specialization=innovation-creativity-entrepreneurship,Business,Marketing,,"Management,Innovation,Disruptive Innovation,Innovation Management,",Coursera
Climate Aware Investing,https://www.coursera.org/learn/climate-aware-investing?specialization=climatechangeandsustainableinvesting,Business,Finance,,"Understand how to measuring climate risk in equity portfolio,Understand how to designing a low-carbon tracking-index portfolio (on Excel),Implement climate-aware investment decisions,Learn how to managing climate risk in equity portfolios,",Coursera
Engineering Maintainable Android Apps,https://www.coursera.org/learn/engineeringandroidapps?specialization=android-app-development,Computer Science,Mobile and Web Development,,"Software Testing,Unit Testing,Android Software Development,Junit,",Coursera
The Business of Product Management II,https://www.coursera.org/learn/real-world-product-management-skills?specialization=real-world-product-management,Computer Science,Design and Product,,"Monetization Strategy,A/B/n testing,Customer Retention,KPIs OKRs North Stars,OODA Loops,",Coursera
Security Principles,https://www.coursera.org/learn/-security-principles?specialization=certified-in-cybersecurity,Information Technology,Security,,"Risk,Information Assurance,security,governance,",Coursera
Urgent Optimism: How to Turn Foresight into Action,https://www.coursera.org/learn/urgent-optimism?specialization=futures-thinking,Business,Leadership and Management,,"Foresight,Creativity,Strategic Planning,Innovation,Leadership,",Coursera
"Algorithms for Searching, Sorting, and Indexing",https://www.coursera.org/learn/algorithms-searching-sorting-indexing?specialization=boulder-data-structures-algorithms,Computer Science,Algorithms,,"Analysis of Algorithms,Hashtables,Algorithm Design,Python Programming,Data Structure Design,",Coursera
Fashion as Design,https://www.coursera.org/learn/fashion-design?specialization=modern-contemporary-art-design,Arts and Humanities,Music and Art,,"Art History,Art,History,Creativity,",Coursera
Privacy Law and Data Protection,https://www.coursera.org/learn/privacy-law-data-protection?specialization=regulatory-compliance,Business,Business Essentials,,"Information Privacy,Risk Management,Data Management,Privacy Compliance,",Coursera
Delivering Quality Work with Agility,https://www.coursera.org/learn/delivering-quality-work-with-agility?specialization=people-and-soft-skills-for-professional-success,Personal Development,Personal Development,,"Agility,Quality,Soft skills,Communication,Time management,",Coursera
Fundamentals of Equities,https://www.coursera.org/learn/equities-fundamentals?specialization=financial-instruments-trading-investing,Business,Finance,,"Sectors,Mutual Funds,Fundamental Analysis,Stocks,Business Cycle,",Coursera
Renewable Energy Futures,https://www.coursera.org/learn/renewable-energy-futures?specialization=renewable-energy,Physical Science and Engineering,Environmental Science and Sustainability,,"Renewable Energy,Energy storage,Hydrogen,Electric Vehicles,Climate Change,",Coursera
Research Report: Delivering Insights,https://www.coursera.org/learn/marketing-research-report?specialization=market-research,Business,Marketing,,"Digital Marketing,Market Impact,Data Analysis,market insights,Marketing Intelligence,",Coursera
Introduction to Business Analytics with R,https://www.coursera.org/learn/business-analytics-r?specialization=business-data-management-communication,Business,Business Essentials,,"Business Analytics,R Programming,Rstudio,",Coursera
Web Applications and Command-Line Tools for Data Engineering,https://www.coursera.org/learn/web-app-command-line-tools-for-data-engineering-duke?specialization=python-bash-sql-data-engineering-duke,Information Technology,Data Management,,"Web Application,Python Programming,Jupyter notebooks,Cloud-Hosted Notebooks,Command-Line Interface,",Coursera
Functional Program Design in Scala,https://www.coursera.org/learn/scala-functional-program-design?specialization=scala,Computer Science,Software Development,,"Laziness,Type Class,Functional Programming,Referential Transparency,Reactive Programming,",Coursera
Excel Skills for Business: Intermediate II,https://www.coursera.org/learn/excel-intermediate-2?specialization=excel,Business,Business Essentials,,"Lookup Table,Microsoft Excel Vba,Data Validation,Microsoft Excel Macro,",Coursera
Genome Sequencing (Bioinformatics II),https://www.coursera.org/learn/genome-sequencing?specialization=bioinformatics,Health,Health Informatics,,"Algorithms,Python Programming,Whole Genome Sequencing,Dynamic Programming,",Coursera
Leading Organizational Change,https://www.coursera.org/learn/leading-organizational-change?specialization=advanced-leadership-skills,Business,Leadership and Management,,"4.	Develop communication processes during change management planning,2.	Develop a successful change management team and define roles and responsibilities,5. Evaluate the results and outcomes of change through KPI analysis,1.	Understand the meaning of organizational change management and what leaders need to understand regarding the reasons for change,3.	Create a Change Management Communication Framework,",Coursera
Inferential Statistics,https://www.coursera.org/learn/inferential-statistics-intro?specialization=statistics,Data Science,Probability and Statistics,,"Statistical Inference,Statistical Hypothesis Testing,R Programming,",Coursera
Bayesian Statistics: Time Series Analysis,https://www.coursera.org/learn/bayesian-statistics-time-series-analysis?specialization=bayesian-statistics,Data Science,Probability and Statistics,,"Bayesian Statistics,Forecasting,Dynamic Linear Modeling,Time Series,R Programming,",Coursera
Innovations in Investment Technology: Artificial Intelligence,https://www.coursera.org/learn/invest-tech?specialization=financialtechnology,Business,Finance,,"robo advising,investment technology,Artificial Intelligence (AI),investing technology,diversified portfolio,",Coursera
Futures Thinking,https://www.coursera.org/learn/futuresthinking?specialization=strategicthinkingforeveryone,Personal Development,Personal Development,,"Imagining the future with a frame,Regaining power over the future,Harnessing imagination in scenarios,Asking the right questions,",Coursera
Microsoft Azure Services and Lifecycles,https://www.coursera.org/learn/microsoft-azure-services-lifecycles?specialization=microsoft-azure-fundamentals-az-900,Information Technology,Cloud Computing,,"Application Design,Microsoft Azure,Cloud Computing,Cloud Governance Strategy,",Coursera
"Musicianship: Tensions, Harmonic Function, and Modal Interchange",https://www.coursera.org/learn/musicianship-harmony?specialization=musicianship-specialization,Arts and Humanities,Music and Art,,"Piano,Music,Performance,Music composition,Music theory,",Coursera
Introduction to Personal Finance,https://www.coursera.org/learn/personal-finance-introduction?specialization=personal-finance-fundamentals,Personal Development,Personal Development,,"Financial Planning (Business),Credit Score,Taxes,goal setting,Budget,",Coursera
Pricing Strategy,https://www.coursera.org/learn/pricing-strategy?specialization=marketing-mix,Business,Marketing,,"Pricing,Psychology,Price Discrimination,Pricing Strategies,",Coursera
IoT Communications,https://www.coursera.org/learn/iot-communications?specialization=uiuc-iot,Computer Science,Mobile and Web Development,,"Internet,Internet Of Things (IOT),Wireless,Front And Back Ends,",Coursera
Managing as a Coach,https://www.coursera.org/learn/managing-as-a-coach?specialization=coaching-skills-manager,Business,Leadership and Management,,"Active Listening,Communication,Management,Coaching,",Coursera
Engagement & Nurture Marketing Strategies,https://www.coursera.org/learn/nurture-market-strategies?specialization=social-media-marketing,Business,Marketing,,"Social Marketing,Social Media,Marketing Strategy,Writing,",Coursera
Django Features and Libraries,https://www.coursera.org/learn/django-features-libraries?specialization=django,Computer Science,Mobile and Web Development,,"User authentication,Sessions and cookies,One-to-Many models,Data Validation,Django (Web Framework),",Coursera
Advanced Linear Models for Data Science 1: Least Squares,https://www.coursera.org/learn/linear-models?specialization=advanced-statistics-data-science,Data Science,Probability and Statistics,,"Statistics,Linear Regression,R Programming,Linear Algebra,",Coursera
"C++ Basic Structures: Vectors, Pointers, Strings, and Files",https://www.coursera.org/learn/cpp-basic-structures-vectors-pointers-strings-and-files?specialization=hands-on-cpp,Computer Science,Software Development,,"vectors,Files,Strings,C++,Computer Science,",Coursera
"Business Intelligence Concepts, Tools, and Applications",https://www.coursera.org/learn/business-intelligence-tools?specialization=data-warehousing,Data Science,Data Analysis,,"Business Intelligence,Data Analysis,Data Visualization (DataViz),Microstrategy,",Coursera
"Blockchain, Cryptoassets, and Decentralized Finance",https://www.coursera.org/learn/blockchain-crypto-decentralized-finance?specialization=blockchain-financial-services,Computer Science,Computer Security and Networks,,"Object Binding,Alcatel Business Communications,Centurylink,Base Address,",Coursera
C# Class Development,https://www.coursera.org/learn/csharp-class-development?specialization=programming-unity-game-development,Computer Science,Software Development,,"Crt0,For Loop,Console Applications,Foreach Loop,",Coursera
3D Reconstruction - Single Viewpoint ,https://www.coursera.org/learn/3d-reconstruction---single-viewpoint?specialization=firstprinciplesofcomputervision,Computer Science,Algorithms,,"Photometric Stereo,Depth from Focus and Defocus,Structed Light Methods,Reflectance Models,Radiometry,",Coursera
Managing Employee Compensation,https://www.coursera.org/learn/compensation-management?specialization=human-resource-management,Business,Business Essentials,,"Human Resources (HR),Incentive,Compensation And Benefits,",Coursera
"Visionary leadership, identity & motivation: Become a meaning maker",https://www.coursera.org/learn/visionary-leadership-meaning-maker?specialization=hr-management-leadership,Business,Leadership and Management,,"Motivation,Communication,Leadership,Brand Management,",Coursera
Songwriting: Writing the Lyrics,https://www.coursera.org/learn/songwriting-lyrics?specialization=songwriting,Arts and Humanities,Music and Art,,"Music,Music recording,Poetry,Songwriting,",Coursera
Business Statistics and Analysis Capstone,https://www.coursera.org/learn/business-statistics-analysis-capstone?specialization=business-statistics-analysis,Data Science,Data Analysis,,"Predictive Analytics,Data Analysis,Microsoft Excel,Regression Analysis,",Coursera
Agile Analytics,https://www.coursera.org/learn/uva-darden-agile-analytics?specialization=uva-darden-digital-product-management,Computer Science,Design and Product,,"Software Development,Product Management,Agile Software Development,",Coursera
Intro to Digital Manufacturing with Autodesk Fusion 360,https://www.coursera.org/learn/introduction-digital-manufacturing-fusion-360?specialization=cad-design-digital-manufacturing,Physical Science and Engineering,Mechanical Engineering,,"Computer-Aided Design (CAD),Mechanical Design,Manufacturing Processes,Sustainable Design,",Coursera
Python and Pandas for Data Engineering,https://www.coursera.org/learn/python-and-pandas-for-data-engineering-duke?specialization=python-bash-sql-data-engineering-duke,Data Science,Data Analysis,,"Vim,Python Programming,Pandas,Visual Studio Code,Data Structure,",Coursera
The Technology of Music Production,https://www.coursera.org/learn/technology-of-music-production?specialization=music-production,Arts and Humanities,Music and Art,,"Audio Production,Audio Recording,Music,Sound Design,Audio Editing,",Coursera
Building No-Code Apps with AppSheet: Implementation,https://www.coursera.org/learn/building-no-code-apps-with-appsheet-implementation?specialization=building-no-code-apps-with-appsheet,Information Technology,Cloud Computing,,"App behaviors and automation,Application and data access control,App authoring and collaboration,External service integration,App version management,",Coursera
Essential Google Cloud Infrastructure: Foundation,https://www.coursera.org/learn/gcp-infrastructure-foundation?specialization=gcp-architecture,Information Technology,Cloud Computing,,"Google Compute Engine,Virtual Machine,Network Architecture,Google Cloud Platform,",Coursera
Probabilistic Deep Learning with TensorFlow 2,https://www.coursera.org/learn/probabilistic-deep-learning-with-tensorflow2?specialization=tensorflow2-deeplearning,Data Science,Machine Learning,,"Probabilistic Neural Network,Deep Learning,Generative Model,Tensorflow,Probabilistic Programming Language (PRPL),",Coursera
Bayesian Statistics: Techniques and Models,https://www.coursera.org/learn/mcmc-bayesian-statistics?specialization=bayesian-statistics,Data Science,Probability and Statistics,,"Gibbs Sampling,Bayesian Statistics,Bayesian Inference,R Programming,",Coursera
"Teach English Now! Second Language Listening, Speaking, and Pronunciation",https://www.coursera.org/learn/tesol-speaking?specialization=tesol-certificate-2,Language Learning,Learning English,,"Teaching,English Language,Lesson Plan,Speech,",Coursera
"Facebook, Instagram, and Snapchat Marketing",https://www.coursera.org/learn/facebook-instagram-snapchat-marketing?specialization=social-media-marketing-practice,Business,Marketing,,"Set up advertising on Snapchat,Uncover campaign insights using native Facebook and Snapchat analytics tools,Use Snapchat Ad Manager to set up and optimize SnapAds,Set up advertising on Facebook and Instagram,Use Facebook Ads Manager to create and optimize ad campaigns,",Coursera
Developing Data Products,https://www.coursera.org/learn/data-products?specialization=jhu-data-science,Data Science,Data Analysis,,"Interactivity,Plotly,Web Application,R Programming,",Coursera
Introduction to Imagemaking,https://www.coursera.org/learn/image-making?specialization=graphic-design,Arts and Humanities,Music and Art,,"Adobe Indesign,Art,Creativity,Graphics,",Coursera
Excel Basics for Data Analysis,https://www.coursera.org/learn/excel-basics-data-analysis-ibm?specialization=data-analysis-visualization-foundations,Data Science,Data Analysis,,"Data Science,Spreadsheet,Microsoft Excel,Data Analysis,Pivot Table,",Coursera
Linux Cloud and DevOps,https://www.coursera.org/learn/linux-cloud-devops?specialization=linux-for-lfca-certification,Computer Science,Software Development,,"Virtual Machine,Version Control,Hypervisor,Use Case,",Coursera
Big Data Modeling and Management Systems,https://www.coursera.org/learn/big-data-management?specialization=big-data,Data Science,Data Analysis,,"Data Model,Big Data,Data Modeling,Data Management,",Coursera
Mathematical Thinking in Computer Science,https://www.coursera.org/learn/what-is-a-proof?specialization=discrete-mathematics,Computer Science,Algorithms,,"Mathematical Induction,Proof Theory,Discrete Mathematics,Mathematical Logic,",Coursera
AWS Fundamentals: Building Serverless Applications,https://www.coursera.org/learn/aws-fundamentals-building-serverless-applications?specialization=aws-fundamentals,Information Technology,Cloud Computing,,"AWS Lambda,Amazon Lex,Amazon API Gateway,serverless architecture,Amazon Dynamodb,",Coursera
Computer Vision in Microsoft Azure,https://www.coursera.org/learn/computer-vision-microsoft-azure?specialization=microsoft-azure-ai-900-ai-fundamentals,Information Technology,Cloud Computing,,"Artificial Intelligence (AI),Computer Vision,Microsoft Azure,",Coursera
People Analytics,https://www.coursera.org/learn/wharton-people-analytics?specialization=business-analytics,Business,Leadership and Management,,"Talent Management,Analytics,Performance Management,Collaboration,",Coursera
React Native,https://www.coursera.org/learn/react-native-course?specialization=meta-react-native,Computer Science,Mobile and Web Development,,"React (Javascript Library),React,Application development,Mobile Development,",Coursera
The AI Ladder: A Framework for Deploying AI in your Enterprise,https://www.coursera.org/learn/ibm-ai-ladder-framework?specialization=ibm-ai-foundations-for-business,Business,Leadership and Management,,"Artificial Intelligence (AI),Management,Analytics,Innovation,Leadership,",Coursera
Salesforce Integration,https://www.coursera.org/learn/salesforce-integration?specialization=salesforce-fundamentals,Business,Business Essentials,,"Data Management,Cloud Integration,Data Security,Automation,Cloud Computing,",Coursera
R Programming,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r,Data Science,Data Analysis,,"Data Analysis,Debugging,R Programming,Rstudio,",Coursera
Project Management: Foundations and Initiation,https://www.coursera.org/learn/project-management-foundations-initiation?specialization=meem-project-management,Business,Leadership and Management,,"Resource Management,Engineering management,Business Communication,Team Management,Project Management,",Coursera
Geospatial Analysis Project,https://www.coursera.org/learn/gis-capstone?specialization=gis,Data Science,Data Analysis,,"Geographic Information System (GIS),Data Analysis,Project,Map Analysis,Project Management,",Coursera
Parallel programming,https://www.coursera.org/learn/scala-parallel-programming?specialization=scala,Computer Science,Software Development,,"Data Structure,Parallel Computing,Data Parallelism,Parallel Algorithm,",Coursera
Budgeting and Scheduling Projects,https://www.coursera.org/learn/schedule-projects?specialization=project-management,Business,Leadership and Management,,"Schedule,Project Management,Budget,Budget Estimation,",Coursera
Professional Selling: Step 1 - Think Like a High-Performer,https://www.coursera.org/learn/professional-selling-step-1?specialization=professionalselling,Business,Marketing,,"Build enhanced communications skills required in sales interactions,Know how to build and gaine genuine trust of customers that leads to lasting business relationships,Understand the fundamentals of the sales process,Understand how high performing sales people approach sales,Understand how customers think and progress through their decision process to make purchasing decisions,",Coursera
Python Data Representations,https://www.coursera.org/learn/python-representation?specialization=introduction-scripting-in-python,Computer Science,Software Development,,"Tuple,Python Programming,Debugging,List & Label,",Coursera
Business Growth Strategy,https://www.coursera.org/learn/uva-darden-business-growth-strategy?specialization=business-strategy,Business,Business Strategy,,"Mergers And Acquisitions (M&A),innovation strategy,Strategic Thinking,Business Strategy,growth strategy,",Coursera
 Optimization Methods in Asset Management,https://www.coursera.org/learn/financial-engineering-optimizationmethods?specialization=financialengineering,Business,Finance,,"Capital Asset Pricing Model (CAPM),risk measurements,Value at Risk (VaR),Exchange Traded Funds (ETFs),transaction costs-modeling,",Coursera
Introduction to the Biology of Cancer,https://www.coursera.org/learn/cancer?specialization=cancer-biology,Health,Basic Science,,"Cancer,Biology,Cancer Biology,Cancer Genetics,",Coursera
Cooking for Busy Healthy People,https://www.coursera.org/learn/cooking-healthy-food?specialization=food-sustainability-mindful-eating-healthy-cooking,Health,Nutrition,,"Building a balanced meal,Cooking vegetables in ways that will delight,Shopping for and storing produce with sustainability in mind,Applying moderation and variety to your meals,Creating sensible and delightful desserts,",Coursera
Introduction to Probability and Data with R,https://www.coursera.org/learn/probability-intro?specialization=statistics,Data Science,Data Analysis,,"Statistics,R Programming,Rstudio,Exploratory Data Analysis,",Coursera
What is Corruption: Anti-Corruption and Compliance,https://www.coursera.org/learn/what-is-corruption-anti-corruption-compliance?specialization=regulatory-compliance,Business,Business Essentials,,"Risk Management,Operations Management,Corruption,Strategic Planning,",Coursera
"Dynamic Programming, Greedy Algorithms",https://www.coursera.org/learn/dynamic-programming-greedy-algorithms?specialization=boulder-data-structures-algorithms,Computer Science,Algorithms,,"Analysis of Algorithms,Algorithm Design,Python Programming,Data Structure Design,Intractability,",Coursera
Logistic Regression in R for Public Health,https://www.coursera.org/learn/logistic-regression-r-public-health?specialization=statistical-analysis-r-public-health,Health,Public Health,,"Logistic Regression,R Programming,",Coursera
IT Infrastructure and Emerging Trends,https://www.coursera.org/learn/it-infrastructure-and-emerging-trends?specialization=information-systems,Information Technology,Security,,"Management,IT Skills and Knowledge,",Coursera
Entrepreneurship 1: Developing the Opportunity,https://www.coursera.org/learn/wharton-entrepreneurship-opportunity?specialization=wharton-entrepreneurship,Business,Finance,,"Discovery-Driven Planning,Elevator Pitch,Planning,Entrepreneurship,",Coursera
FPGA Softcore Processors and IP Acquisition,https://www.coursera.org/learn/fpga-softcore-proccessors-ip?specialization=fpga-design,Physical Science and Engineering,Electrical Engineering,,"Software Design for Softcore Processors,Softcore Processor Design,Programmable Logic Design,Simulation for Verification,Intellectual Property Integration,",Coursera
Research Proposal: Initiating Research,https://www.coursera.org/learn/research-proposal-initiating-research?specialization=market-research,Business,Marketing,,"Market Research,Research Methods,Product Research,Marketing Intelligence,",Coursera
People and Soft Skills Assessment ,https://www.coursera.org/learn/people-soft-skills-assessment?specialization=people-and-soft-skills-for-professional-success,Personal Development,Personal Development,,"Social Skills,Professional Development,People Skills,Soft skills,Effective Communication,",Coursera
Spring - Ecosystem and Core,https://www.coursera.org/learn/spring-ecosystem-and-core?specialization=spring-framework,Computer Science,Software Development,,"Spring Framework,Spring Configuration Techniques,Inversion Of Control,Dependency Injection,Junit,",Coursera
Python Project for Data Engineering,https://www.coursera.org/learn/python-project-for-data-engineering?specialization=data-engineering-foundations,Information Technology,Data Management,,"Information Engineering,Python Programming,Jupyter notebooks,Web Scraping,Extract Transform Load (ETL),",Coursera
Introduction to Java,https://www.coursera.org/learn/java-introduction?specialization=core-java,Computer Science,Software Development,,"Java Database Connectivity (JDBC),Java Class Library,Java Programming,Object-Oriented Programming (OOP),Computer Programming,",Coursera
Introduction to Digital Transformation Part 1,https://www.coursera.org/learn/introduction-to-digital-transformation-part-1?specialization=digital-strategy,Business,Business Strategy,,"Data-Informed Decision-Making,Technology Strategy,Business Transformation,Digital Strategy,Business Solutions,",Coursera
Introduction to Operations Management,https://www.coursera.org/learn/wharton-operations?specialization=wharton-business-foundations,Business,Leadership and Management,,"Process Management,Operations Management,Six Sigma,Inventory,",Coursera
Java Programming: Principles of Software Design,https://www.coursera.org/learn/java-programming-design-principles?specialization=java-programming,Computer Science,Software Development,,"Programming Principles,Interfaces,Software Design,Java Programming,",Coursera
Aromatherapy: Clinical Use of Essential Oils,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils?specialization=integrative-nursing,Health,Research,,"integrative healthcare,wellbeing,patient-centered care,improved symptom management,evidence-based practice,",Coursera
Mathematical Biostatistics Boot Camp 1,https://www.coursera.org/learn/biostatistics?specialization=advanced-statistics-data-science,Math and Logic,Math and Logic,,"Statistics,Confidence Interval,Statistical Hypothesis Testing,Biostatistics,",Coursera
Ideas from the History of Graphic Design,https://www.coursera.org/learn/graphic-design-history?specialization=graphic-design,Arts and Humanities,History,,"Art History,History,Graphic Arts,Graphic Design,",Coursera
"JavaScript, jQuery, and JSON",https://www.coursera.org/learn/javascript-jquery-json?specialization=web-applications,Computer Science,Mobile and Web Development,,"Hypertext Preprocessor (PHP),Jquery,JavaScript,",Coursera
